Country,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regime type,Democracy_Index,biofuel_elec_per_capita,coal_elec_per_capita,coal_production,gas_production,low_carbon_electricity,oil_production,renewables_production,non_renewables_production,total_production,Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day),Deaths,Total_Emissions,Human Development Index,Rule_of_Law_Index,Median Age,Urban Population (%),Tax_Revenue
Kuwait,2017,6.093905448913574,10.819924354553224,0.8534913063049316,70.1500015258789,0.8841816186904907,-0.0095338998362421,,0.6486676335334778,0.3073208034038543,Authoritarian,3.85,0.0,0.0,,162.466,0.04,1685.987,0.04,72.78999999999999,72.83,3444.9966,108.829895,105.259895,0,1379973.4544,0.835,0.615,34.569,100.0,1.6388518
Kuwait,2019,6.106119632720947,10.764578819274902,0.8415197730064392,70.0999984741211,0.8672738075256348,-0.1064813956618309,,0.6432220935821533,0.3028763234615326,Authoritarian,3.93,0.0,0.0,,132.544,0.13,1667.531,0.13,74.94,75.07,3469.996,111.35988,110.129875,0,1307205.938,0.838,0.65,36.212,100.0,1.6929067
Kyrgyzstan,2008,4.736588001251221,8.328985214233398,0.7921326160430908,60.7599983215332,0.7190293669700623,-0.1050345227122306,0.9226270318031312,0.5939055681228638,0.1468716412782669,Authoritarian,4.05,0.0,250.682,2.235,0.325,10.02,0.631,10.02,1.6700000000000002,11.69,2604.613,79.48007,62.24237,0,767390.6509,0.657,0.135,22.595,35.285,22.963743
Kyrgyzstan,2010,4.996410846710205,8.32871150970459,0.8853629231452942,61.59999847412109,0.7200511693954468,-0.0769177451729774,0.9257935881614684,0.5163073539733887,0.1234625503420829,Authoritarian,4.31,0.0,109.414,2.65,0.13,11.0,0.63,11.0,0.99,11.99,2674.9946,87.54983,70.64986,44,747224.4140000001,0.661,0.293,22.996,35.306,22.34071
Kyrgyzstan,2011,4.921049118041992,8.374398231506348,0.8914040923118591,62.02000045776367,0.7478084564208984,-0.1598747819662094,0.932496964931488,0.5793209671974182,0.1513158977031707,Authoritarian,4.34,0.0,113.466,3.829,0.108,14.0,0.63,14.0,1.01,15.01,2714.0005,88.01002,69.71001,0,860486.2945000001,0.664,0.377,23.215,35.352,21.64419
Kyrgyzstan,2012,5.207785606384277,8.356863975524902,0.8561817407608032,62.43999862670898,0.7027316689491272,-0.0841856002807617,0.8920367956161499,0.5795610547065735,0.1823832690715789,Authoritarian,4.69,0.0,129.618,5.364,0.065,14.04,0.631,14.04,0.99,15.03,2736.9976,89.759926,69.79994,0,1112518.473,0.673,0.367,23.428,35.423,23.850214
Kyrgyzstan,2013,5.402426719665527,8.4406156539917,0.8507155179977417,62.86000061035156,0.7550366520881653,-0.0904061794281005,0.8995604515075684,0.595424234867096,0.1349111795425415,Authoritarian,4.69,0.0,138.122,6.488,0.347,13.0,0.63,13.0,0.92,13.92,2732.9995,87.87998,70.51998,0,1013409.634,0.68,0.4,23.631,35.517,25.92747
Kyrgyzstan,2014,5.252192974090576,8.460005760192871,0.8980247974395752,63.27999877929688,0.7362900972366333,0.3500358760356903,0.8967673778533936,0.6172406673431396,0.1850253343582153,Authoritarian,5.24,0.0,184.025,8.266,0.369,13.16,0.63,13.16,1.27,14.43,2717.997,88.59991,70.72993,0,1017872.5796,0.686,0.4,23.816,35.635,25.233221
Kyrgyzstan,2015,4.905375957489014,8.477441787719727,0.8565845489501953,63.70000076293945,0.8131758570671082,0.1944313943386078,0.8577250242233276,0.6583857536315918,0.1734764277935028,Authoritarian,5.33,0.0,290.787,8.368,0.325,10.99,0.63,10.99,1.93,12.92,2722.9978,87.12992,70.769936,0,957794.3257,0.689,0.374,23.976,35.777,25.301994
Kyrgyzstan,2016,4.856534004211426,8.49951457977295,0.9143754839897156,64.2249984741211,0.8139392137527466,0.0508660040795803,0.9169228076934814,0.6680458784103394,0.1260996758937835,Authoritarian,4.93,0.0,259.209,8.382,0.295,11.38,0.631,11.38,1.77,13.15,2678.9985,86.679955,70.28996,0,1089730.2966999998,0.692,0.38,24.108,35.944,25.102251
Kyrgyzstan,2017,5.6295366287231445,8.526488304138184,0.882586658000946,64.75,0.8593897819519043,0.1376726925373077,0.8744944930076599,0.6404331922531128,0.1604383140802383,Authoritarian,5.11,0.0,189.503,,,14.06,,14.06,1.3099999999999998,15.37,2728.9973,86.64991,70.83993,0,704553.8607,0.695,0.387,24.224,36.135,24.729488
Kyrgyzstan,2018,5.2973833084106445,8.543475151062012,0.8981478214263916,65.2750015258789,0.9449476599693298,0.2615467607975006,0.9074053168296814,0.6168864369392395,0.2033001482486724,Authoritarian,5.11,0.0,196.031,,,14.17,,14.17,1.41,15.58,2765.9944,89.57982,75.07985,0,742429.18,0.698,0.399,24.33,36.351,25.615664
Kyrgyzstan,2019,5.685220718383789,8.567575454711914,0.8770278692245483,65.80000305175781,0.9204362630844116,-0.0077963597141206,0.8845399022102356,0.62494957447052,0.2072290629148483,Authoritarian,4.89,0.0,178.694,,,13.71,,13.71,1.26,14.97,2762.9988,88.31996,78.82996,0,652466.666,0.699,0.429,24.47,36.591,24.870337
Kyrgyzstan,2020,6.24958610534668,8.46087646484375,0.9022229909896852,66.32499694824219,0.934885323047638,0.1005702167749404,0.9313175082206726,0.6721067428588867,0.2578130662441253,Authoritarian,4.21,0.0,200.782,,,13.98,,13.98,1.4200000000000002,15.4,2732.9958,90.149864,74.819885,0,665636.8535999999,0.691,0.405,24.643,36.856,22.911335
Kyrgyzstan,2021,5.563699722290039,8.503861427307129,0.904273271560669,66.8499984741211,0.917870819568634,0.1987321525812149,0.9025155901908876,0.6599077582359314,0.226462572813034,Authoritarian,3.62,0.0,301.789,,,12.96,,12.96,2.18,15.14,2694.9993,91.46998,80.89998,11,670057.254,0.696,0.362,24.806,37.146,24.86838
Laos,2008,5.044098854064941,8.350902557373047,0.8070862293243408,56.63999938964844,0.8862138986587524,0.4119554758071899,0.6374093294143677,0.7278749346733093,0.2017549723386764,Authoritarian,2.1,0.0,0.0,2.455,0.0,3.72,0.0,3.72,0.0,3.72,2247.1482,60.070698,34.017384,0,697579.7349999999,0.539,0.27,19.023,28.893,10.021172
Laos,2011,4.703749656677246,8.537691116333008,0.6908777952194214,57.77999877929688,0.8816338181495667,0.4540073573589325,0.587321937084198,0.7462398409843445,0.2252784967422485,Authoritarian,2.1,0.0,0.0,4.119,0.0,12.84,0.0,12.84,0.0,12.84,2450.9998,67.09999,31.839996,0,677254.5531,0.569,0.269,20.359,30.66,12.659501
Laos,2012,4.876084804534912,8.600584030151367,0.6926279067993164,58.15999984741211,,0.2274431586265564,,0.7405874133110046,0.3866792321205139,Authoritarian,2.32,0.0,0.0,4.585,0.0,12.93,0.0,12.93,0.0,12.93,2427.9978,64.78994,32.23997,0,674762.4705,0.578,0.269,20.797,31.264,13.373384
Laos,2017,4.623140811920166,8.88339900970459,0.7073357701301575,59.900001525878906,0.8910007476806641,0.0681112483143806,0.5916168093681335,0.7123082280158997,0.3442258834838867,Authoritarian,2.37,4.287,1561.892,,,20.14,,20.170000000000005,10.93,31.100000000000005,2723.998,75.99995,40.26997,0,1068776.096,0.612,0.29,22.522,34.368,12.242359
Laos,2018,4.859402179718018,8.928816795349121,0.7047381401062012,60.20000076293945,0.9066609740257264,0.136109173297882,0.6342398524284363,0.7106564044952393,0.331882506608963,Authoritarian,2.37,7.037,1691.765,,,22.4,,22.45,12.02,34.47,2739.0007,76.82002,40.130013,0,1069121.2254,0.613,0.292,22.801,35.004,12.807743
Laos,2019,5.196856021881104,8.967002868652344,0.7294439077377319,60.5,0.906153440475464,0.0554700009524822,0.6202337145805359,0.7183997631072998,0.3061442673206329,Authoritarian,2.14,6.933,1582.073,,,19.83,,19.88,11.41,31.29,2724.9968,76.18992,43.649952,0,1031163.7325,0.617,0.296,23.087,35.645,10.881055
Laos,2020,5.284390926361084,8.957246780395508,0.6603962779045105,60.79999923706055,0.9150282144546508,0.1361398994922638,0.7479977011680603,0.7137534022331238,0.3583492636680603,Authoritarian,1.77,8.197,1550.674,,,28.61,,28.67,11.35,40.02,2728.001,76.79003,43.050014,0,1023375.3506,0.616,0.325,23.379,36.29,9.401312
Laos,2021,4.9265217781066895,8.967883110046387,0.6498932838439941,61.09999847412109,0.927041471004486,0.0374780036509037,0.6680314540863037,0.7021530866622925,0.2916776239871979,Authoritarian,1.77,10.774,1599.988,,,33.04,,33.12,11.88,45.0,2718.002,77.73006,42.52003,0,1038614.4306,0.615,0.303,23.673,36.939,10.251106
Latvia,2008,5.14537525177002,10.12260913848877,0.8554182648658752,63.70000076293945,0.6301114559173584,-0.2097638696432113,0.9263282418251038,0.6327258348464966,0.2149012684822082,Flawed democracy,7.23,18.601,0.0,0.0,0.0,3.21,0.0,3.25,2.06,5.3100000000000005,3138.7795,95.46582,119.70512,0,301134.4107,0.832,0.925,39.105,67.834,28.219755
Latvia,2011,4.966811656951904,10.004119873046877,0.8360424637794495,64.5999984741211,0.5644644498825073,-0.0064096231944859,0.934255599975586,0.562926173210144,0.2217132151126861,Flawed democracy,7.05,57.776,0.0,0.0,0.0,3.08,0.0,3.2,3.01,6.21,3163.994,105.30979,122.09976,0,260677.6006,0.833,0.95,40.561,67.869,29.292995
Latvia,2012,5.125025272369385,10.084577560424805,0.851195216178894,64.9000015258789,0.5638117790222168,-0.0437681600451469,0.8949793577194214,0.5881388187408447,0.2322245240211486,Flawed democracy,7.05,141.213,0.0,0.0,0.0,4.11,0.0,4.4,2.06,6.460000000000001,3141.0076,101.51025,120.54029,0,262694.5106,0.837,0.953,40.926,67.897,29.316835
Latvia,2013,5.069770336151123,10.115168571472168,0.834022581577301,65.19999694824219,0.6305075287818909,-0.0787142589688301,0.8365536332130432,0.6046369075775146,0.2274494171142578,Flawed democracy,7.05,246.125,0.0,0.0,0.0,3.53,0.0,4.03,2.67,6.7,3226.9983,100.989944,123.42994,0,241402.3724,0.846,0.957,41.259,67.925,29.688171
Latvia,2014,5.72911548614502,10.143428802490234,0.8812555074691772,65.5,0.6706531643867493,-0.0487975105643272,0.8036875128746033,0.604619026184082,0.2259793728590011,Flawed democracy,7.48,333.161,0.0,0.0,0.0,2.8,0.0,3.47,2.34,5.8100000000000005,3205.0,103.57,123.08,0,232823.0826,0.85,0.957,41.565,67.952,30.055573
Latvia,2015,5.8805975914001465,10.18973159790039,0.8793724179267883,65.80000305175781,0.6563931703567505,-0.08362727612257,0.8084003925323486,0.5592708587646484,0.2281371802091598,Flawed democracy,7.37,386.556,0.0,0.0,0.0,2.78,0.0,3.55,2.76,6.31,3188.9983,104.599945,125.549934,0,208337.8745,0.853,0.959,41.819,67.98,30.174889
Latvia,2016,5.940446376800537,10.222280502319336,0.9170739650726318,65.9000015258789,0.685299277305603,-0.1630337089300155,0.8676396012306213,0.5832885503768921,0.2313835322856903,Flawed democracy,7.31,415.51,0.0,0.0,0.0,3.48,0.0,4.3,2.94,7.24,3199.005,108.40016,123.92019,0,206115.6518,0.858,0.943,42.044,68.021,31.134533
Latvia,2017,5.977817535400391,10.263731002807615,0.8950987458229065,66.0,0.6995201110839844,-0.1608074158430099,0.7983781099319458,0.5648548007011414,0.2317531108856201,Flawed democracy,7.25,475.737,0.0,,,5.46,,6.39,2.07,8.459999999999999,3206.9983,107.51994,128.38994,0,213673.9572,0.863,0.948,42.251,68.075,31.450466
Latvia,2018,5.901154041290283,10.310664176940918,0.9132763147354126,66.0999984741211,0.608207643032074,-0.2184900343418121,0.7989492416381836,0.5205519199371338,0.1918705552816391,Flawed democracy,7.38,485.629,0.0,,,3.49,,4.43,3.23,7.66,3247.9966,105.17989,129.99986,0,222725.2649,0.868,0.952,42.448,68.142,31.422691
Latvia,2019,5.969753742218018,10.342988967895508,0.9355012774467468,66.19999694824219,0.6979351043701172,-0.200370579957962,0.7892274856567383,0.5373051166534424,0.2116306871175766,Flawed democracy,7.49,485.246,0.0,,,3.19,,4.12,3.25,7.37,3266.0137,108.490456,135.40056,0,211529.698,0.873,0.956,42.639,68.222,31.39079
Latvia,2020,6.229008674621582,10.327725410461426,0.928012192249298,66.30000305175781,0.8201116919517517,-0.0855743363499641,0.808821976184845,0.6735737323760986,0.2015823721885681,Flawed democracy,7.24,453.334,0.0,,,3.64,,4.5,2.08,6.58,3241.988,105.68961,145.92946,0,195374.7307,0.873,0.956,42.821,68.315,31.307802
Latvia,2021,6.353090763092041,10.375994682312012,0.954086422920227,66.4000015258789,0.8152781128883362,-0.103939414024353,0.8395253419876099,0.7164140343666077,0.1859342604875564,Flawed democracy,7.31,458.93,0.0,,,3.72,,4.58,2.13,6.71,3279.9895,106.15967,148.85953,0,199212.8247,0.865,0.97,42.906,68.421,30.924234
Lebanon,2008,4.594851016998291,9.711268424987791,0.7173573970794678,65.27999877929688,0.5240625143051147,0.0311554335057735,0.9267258644104004,0.47536700963974,0.3654175698757171,Authoritarian,5.62,0.0,0.0,0.0,0.0,0.37,0.0,0.37,12.08,12.45,2678.1206,71.51361,92.102684,38,387741.07674,0.733,0.267,26.063,87.042,16.612434
Lebanon,2010,5.031899452209473,9.863524436950684,0.7214247584342957,65.4000015258789,0.6776387095451355,0.0682182759046554,0.9490628838539124,0.4574536085128784,0.3412055373191833,Authoritarian,5.82,0.0,0.0,0.0,0.0,0.83,0.0,0.83,14.88,15.71,3090.0005,83.60001,114.67001,0,440273.30644,0.749,0.278,26.836,87.334,17.029646
Lebanon,2011,5.1875715255737305,9.862348556518556,0.7329146265983582,65.45999908447266,0.6571060419082642,-0.0017096443334594,0.9105608463287354,0.506424605846405,0.3201670348644256,Authoritarian,5.32,0.0,0.0,0.0,0.0,0.8,0.0,0.8,15.5,16.3,3044.9995,83.569984,108.129974,1,456899.50723,0.755,0.278,27.2,87.484,16.720287
Lebanon,2012,4.572566986083984,9.861598014831545,0.7126114964485168,65.5199966430664,0.6206271648406982,-0.0158885400742292,0.8557775616645813,0.4422111809253692,0.3388568460941314,Authoritarian,5.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.46,16.46,3050.001,83.410034,107.69004,52,476765.9233,0.757,0.288,27.548,87.636,15.433272
Lebanon,2013,4.983288764953613,9.806897163391112,0.7082280516624451,65.58000183105469,0.6548683047294617,-0.01209859829396,0.9208278059959412,0.446394681930542,0.4093373119831085,Authoritarian,5.05,0.0,0.0,0.0,0.0,1.26,0.0,1.26,17.54,18.8,3000.9954,81.47987,106.37983,179,491631.9809999999,0.756,0.321,27.872,87.79,14.247526
Lebanon,2014,5.233025550842285,9.731715202331545,0.7587194442749023,65.63999938964844,0.6572079658508301,-0.01743377558887,0.9393581748008728,0.5245223641395569,0.267213225364685,Authoritarian,5.12,0.0,0.0,0.0,0.0,0.21,0.0,0.21,17.76,17.970000000000002,2965.9976,81.369934,99.44991,227,527937.5606000001,0.755,0.321,28.17,87.947,14.2973585
Lebanon,2015,5.171971321105957,9.716663360595703,0.7417077422142029,65.69999694824219,0.5967497825622559,0.0656641349196434,0.8889532685279846,0.5244645476341248,0.2425539642572403,Authoritarian,4.86,0.0,0.0,0.0,0.0,0.5,0.0,0.5,18.14,18.64,2923.9995,79.15999,96.37998,197,556796.9800999999,0.756,0.311,28.371,88.106,13.649153
Lebanon,2016,5.270723819732666,9.754262924194336,0.8278859257698059,65.7750015258789,0.6573574542999268,0.0208412129431962,0.8531144857406616,0.5127472877502441,0.2634456157684326,Authoritarian,4.86,0.0,0.0,0.0,0.0,0.43,0.0,0.43,18.98,19.41,2928.9963,79.0199,98.52988,19,570968.0804999999,0.76,0.314,28.438,88.266,13.718265
Lebanon,2017,5.153989791870117,9.78740692138672,0.7765830159187317,65.8499984741211,0.6045541763305664,-0.0875477641820907,0.9107272624969482,0.469468742609024,0.2435492128133773,Authoritarian,4.72,0.0,0.0,,,0.48,,0.48,20.77,21.25,2925.9976,81.799934,96.939926,297,611003.0552000001,0.765,0.318,28.414,88.429,15.636849
Lebanon,2018,5.167186737060547,9.794652938842772,0.8293806314468384,65.92500305175781,0.6070306897163391,-0.0811768546700477,0.9066503047943116,0.4151068925857544,0.2706888914108276,Authoritarian,4.63,1.68,0.0,,,0.45,,0.4600000000000001,20.81,21.27,2923.999,83.04997,102.439964,0,579530.0556000001,0.764,0.315,28.266,88.593,15.593365
Lebanon,2019,4.024219512939453,9.751794815063477,0.8659685254096985,66.0,0.4470014870166778,-0.0978747606277465,0.890415608882904,0.3075774013996124,0.4944990277290344,Authoritarian,4.36,6.918,0.0,,,1.13,,1.1700000000000002,20.47,21.64,2888.999,81.35998,98.63997,0,563641.4604,0.76,0.3,27.946,88.758,15.679105
Lebanon,2020,2.633752584457397,9.531790733337402,0.546599805355072,66.07499694824219,0.551600992679596,-0.1386683285236358,0.8839768767356873,0.3522486388683319,0.4818001687526703,Authoritarian,4.16,3.532,0.0,,,1.22,,1.24,17.02,18.26,2896.9978,80.03994,94.979935,0,458818.9644,0.742,0.287,27.813,88.925,11.152213
Lebanon,2021,2.178809404373169,9.471697807312012,0.5067752599716187,66.1500015258789,0.4226966798305511,-0.1637908667325973,0.9052790999412536,0.2634868323802948,0.5691006183624268,Authoritarian,3.84,5.364,0.0,,,0.96,,0.99,9.38,10.37,2893.002,78.830055,99.40007,0,350863.0418,0.725,0.287,27.954,89.093,5.7786617
Lesotho,2011,4.897514820098877,7.785040378570557,0.8240853548049927,41.52000045776367,0.6182597279548645,-0.0925922244787216,0.7676756381988525,0.7540621757507324,0.1700099259614944,Flawed democracy,6.33,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.49,2511.9915,66.28977,32.849888,0,269488.3402,0.478,0.602,19.856,25.31,36.775192
Lesotho,2016,3.808204889297485,7.896602630615234,0.7980592846870422,42.25,0.7294898629188538,-0.0999409109354019,0.7428733706474304,0.6849499940872192,0.2702834904193878,Flawed democracy,6.59,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.52,2085.9944,56.229847,41.949886,0,250344.1695,0.518,0.612,20.448,27.317,29.373526
Lesotho,2017,3.795300722122192,7.852320194244385,0.7685516476631165,42.900001525878906,0.7565051913261414,-0.1443569362163543,0.7968594431877136,0.7060367465019226,0.2553030848503113,Flawed democracy,6.64,0.0,0.0,,,0.54,,0.54,0.0,0.54,2161.998,59.719948,44.22996,0,249611.84270000004,0.522,0.65,20.558,27.73,32.197075
Lesotho,2019,3.5117805004119877,7.804670333862305,0.7897053956985474,44.20000076293945,0.7163135409355164,-0.1270218938589096,0.9149514436721802,0.7071263194084167,0.2734255194664001,Flawed democracy,6.54,0.0,0.0,,,0.5,,0.5,0.0,0.5,1986.9911,51.729767,40.279816,0,243837.8803,0.528,0.635,20.838,28.585,32.013786
Liberia,2018,4.134852886199951,7.327605247497559,0.7267501354217529,54.29999923706055,0.7657695412635803,0.0437043756246566,0.8679240942001343,0.6643990874290466,0.436099499464035,Hybrid regime,5.35,0.0,0.0,,,0.0,,0.0,0.28,0.28,2142.9973,43.769947,51.99994,0,689570.6137999999,0.484,0.351,17.682,51.151,11.519608
Liberia,2019,5.121460914611816,7.283199310302734,0.7124737501144409,54.900001525878906,0.7058745622634888,0.0442653335630893,0.8284689784049988,0.6447041630744934,0.3891325891017914,Hybrid regime,5.45,0.0,0.0,,,0.0,,0.0,0.29,0.29,2130.0,44.22,46.02,0,697223.7708,0.485,0.31,17.766,51.615,11.331169
Libya,2012,5.754394054412842,10.380184173583984,0.8549309372901917,65.13999938964844,0.7115188837051392,-0.076037012040615,0.7905561327934265,0.633086085319519,0.3161496818065643,Authoritarian,5.15,0.0,0.0,0.0,115.9,0.01,843.96,0.01,34.28,34.29,3117.9946,90.99985,102.40983,377,2449693.862,0.777,0.26,24.702,78.512,1.0277933
Lithuania,2008,5.55392599105835,10.195592880249023,0.9136674404144288,63.900001525878906,0.6210600733757019,-0.2650659680366516,0.960843026638031,0.5011960864067078,0.2757956981658935,Flawed democracy,7.36,21.71,0.0,0.0,0.0,10.49,1.894,0.6700000000000002,12.73,13.4,3433.104,123.891975,100.0396,0,356392.29500000004,0.843,0.953,38.752,66.848,31.019255
Lithuania,2010,5.06582498550415,10.08342170715332,0.8818106055259705,64.30000305175781,0.5193522572517395,-0.2805628180503845,0.9621672034263612,0.4626063108444214,0.272029310464859,Flawed democracy,7.24,47.786,0.0,0.0,0.0,0.91,1.259,1.06,4.09,5.15,3186.999,112.689964,100.71997,0,328547.4605,0.846,0.955,39.743,66.757,28.774849
Lithuania,2011,5.432437419891357,10.164642333984377,0.9114112854003906,64.5,0.5657972693443298,-0.1536288410425186,0.9635116457939148,0.5558195114135742,0.2746366858482361,Flawed democracy,7.24,51.616,0.0,0.0,0.0,1.11,1.259,1.2699999999999998,3.14,4.409999999999999,3267.0,112.14,101.71,0,317418.7223,0.853,0.955,40.407,66.741,27.568434
Lithuania,2012,5.7710371017456055,10.21577262878418,0.9186901450157166,64.69999694824219,0.5030271410942078,-0.2789515256881714,0.9569592475891112,0.5565528869628906,0.2773855626583099,Flawed democracy,7.24,71.817,0.0,0.0,0.0,1.18,1.263,1.4,3.32,4.72,3244.0,112.33,95.56,0,320796.41500000004,0.855,0.955,40.869,66.864,27.307003
Lithuania,2013,5.595689296722412,10.260778427124023,0.9125141501426696,64.9000015258789,0.5558152794837952,-0.2423576116561889,0.9363355040550232,0.5395112037658691,0.2937287390232086,Flawed democracy,7.54,118.883,0.0,0.0,0.0,1.53,1.259,1.89,2.66,4.550000000000001,3306.9988,116.35996,96.60997,0,301775.081,0.858,0.959,41.245,66.986,27.050135
Lithuania,2014,6.125723838806152,10.3041353225708,0.9082398414611816,65.0999984741211,0.5079472064971924,-0.2692157328128814,0.95634788274765,0.5649307370185852,0.2869106829166412,Flawed democracy,7.54,133.559,0.0,0.0,0.0,1.51,1.259,1.91,2.18,4.09,3331.0022,118.62008,98.51006,0,291243.72250000003,0.864,0.959,41.577,67.108,27.824203
Lithuania,2015,5.71137809753418,10.33358669281006,0.9285235404968262,65.30000305175781,0.641470193862915,-0.2594161331653595,0.9241740703582764,0.5336416959762573,0.2764516770839691,Flawed democracy,7.54,151.834,0.0,0.0,0.0,1.68,1.259,2.1300000000000003,2.55,4.68,3314.9956,119.91984,100.35986,0,295733.4782,0.865,0.961,41.897,67.23,29.040718
Lithuania,2016,5.8655524253845215,10.371170043945312,0.937873363494873,65.6500015258789,0.6142393350601196,-0.2720963060855865,0.9493926763534546,0.552628219127655,0.2498557418584823,Flawed democracy,7.47,149.982,0.0,0.0,0.0,2.1,1.263,2.54,1.53,4.069999999999999,3320.9932,122.78975,99.8698,0,291760.4827,0.87,0.959,42.256,67.366,30.027775
Lithuania,2017,6.272940635681152,10.427087783813477,0.9263166189193726,66.0,0.7493073344230652,-0.1793722659349441,0.7897098660469055,0.5901115536689758,0.1951188296079635,Flawed democracy,7.41,172.15,0.0,,,2.53,,3.03,1.03,4.0600000000000005,3322.9976,123.36992,102.95992,0,283813.012,0.878,0.953,42.676,67.516,29.965824
Lithuania,2018,6.3088788986206055,10.475785255432127,0.9293501377105712,66.3499984741211,0.6989451050758362,-0.2427340298891067,0.851745069026947,0.5180925130844116,0.2135597169399261,Flawed democracy,7.5,187.752,0.0,,,2.2,,2.74,0.72,3.46,3278.0022,119.530075,103.62007,0,282317.0943,0.882,0.95,42.997,67.679,30.612104
Lithuania,2019,6.064097881317139,10.523646354675291,0.9175775051116944,66.69999694824219,0.7802664637565613,-0.2578444182872772,0.782501220703125,0.5680496096611023,0.2760543525218963,Flawed democracy,7.5,186.025,0.0,,,2.47,,3.0,0.87,3.87,3295.9966,124.41987,116.61988,0,271021.336,0.886,0.953,43.14,67.855,30.627178
Lithuania,2020,6.391378879547119,10.523158073425291,0.952544093132019,67.05000305175781,0.8240605592727661,-0.129142627120018,0.829204797744751,0.6263457536697388,0.2019120007753372,Flawed democracy,7.13,209.2,0.0,,,2.57,,3.16,2.13,5.29,3335.0012,125.84004,120.210045,0,257462.3638,0.88,0.955,43.154,68.046,31.138023
Lithuania,2021,6.864572525024414,10.57911777496338,0.9281752109527588,67.4000015258789,0.7074025273323059,-0.1212016493082046,0.8778007626533508,0.6669933199882507,0.1913007646799087,Flawed democracy,7.18,247.609,0.0,,,2.62,,3.31,1.68,4.99,3354.9976,129.4299,118.839905,0,262394.5715,0.875,0.954,43.052,68.249,32.68099
Luxembourg,2010,7.097251892089844,11.646966934204102,0.9523717164993286,70.5,0.9083030819892884,0.085595391690731,0.4233413338661194,0.7177432775497437,0.2160643935203552,Full democracy,8.88,157.768,0.0,0.0,0.0,0.27,0.0,0.35,2.97,3.32,3468.9658,113.26888,134.79868,0,84699.69736000002,0.912,0.978,37.984,88.547,36.909492
Luxembourg,2011,7.101400375366211,11.63512897491455,0.9340906143188475,70.69999694824219,0.961830735206604,0.0966670513153076,0.3881705999374389,0.7436986565589905,0.2001366168260574,Full democracy,8.88,173.676,0.0,0.0,0.0,0.24,0.0,0.3299999999999999,2.4,2.73,3457.0203,116.81068,131.54076,0,82929.23730000001,0.913,0.978,38.071,88.906,37.397697
Luxembourg,2012,6.964097023010254,11.627477645874023,0.9139077067375184,70.9000015258789,0.9165209531784058,0.0480485893785953,0.4027532041072845,0.7255998253822327,0.2274117171764373,Full democracy,8.88,169.621,0.0,0.0,0.0,0.31,0.0,0.4,2.45,2.85,3429.9614,117.33868,131.89851,0,81751.0541,0.917,0.978,38.085,89.249,37.70405
Luxembourg,2013,7.130809307098389,11.635591506958008,0.9166832566261292,71.0999984741211,0.7896554470062256,-0.0645351260900497,0.300811767578125,0.6007605195045471,0.1847999840974807,Full democracy,8.88,165.725,0.0,0.0,0.0,0.36,0.0,0.45,1.48,1.93,3429.0127,116.39043,133.17049,0,77698.67133999999,0.922,0.978,38.123,89.574,37.509785
Luxembourg,2014,6.891127109527588,11.637914657592772,0.875469446182251,71.30000305175781,0.9379876852035522,0.0967148467898368,0.3662867844104767,0.7602542638778687,0.1704093962907791,Full democracy,8.88,215.798,0.0,0.0,0.0,0.4,0.0,0.52,1.51,2.03,3415.9692,115.398964,129.08884,0,73489.68430000001,0.927,0.978,38.204,89.884,37.419456
Luxembourg,2015,6.701571464538574,11.636758804321287,0.9336045980453492,71.5,0.9322564005851746,0.0443707033991813,0.3753904700279236,0.7278779149055481,0.1930503398180008,Full democracy,8.88,228.304,0.0,0.0,0.0,0.43,0.0,0.56,0.91,1.47,3379.9702,114.48899,131.18884,0,65548.43318,0.914,0.978,38.265,90.179,36.085144
Luxembourg,2016,6.96734094619751,11.663787841796877,0.941260576248169,71.5250015258789,0.882365345954895,0.0106854923069477,0.3563363254070282,0.7064987421035767,0.1923007071018219,Full democracy,8.81,239.991,0.0,0.0,0.0,0.46,0.0,0.6,0.33,0.93,3365.971,113.259026,130.51888,0,63019.99388000001,0.922,0.978,38.339,90.46,36.791782
Luxembourg,2017,7.061380863189697,11.65256404876709,0.9054355025291444,71.55000305175781,0.902821719646454,0.0364344269037246,0.3301735818386078,0.7257317900657654,0.184467002749443,Full democracy,8.81,285.096,0.0,,,0.6,,0.77,0.3,1.07,3378.9436,111.91813,133.34778,0,60170.780900000005,0.918,0.978,38.417,90.727,38.016335
Luxembourg,2018,7.242630958557129,11.645395278930664,0.9021924138069152,71.57499694824219,0.8839298486709595,-0.028108088299632,0.3851461112499237,0.7146942615509033,0.2018943428993225,Full democracy,8.81,361.89,0.0,,,0.68,,0.8999999999999999,0.28,1.18,3406.9438,111.86816,134.64777,0,55644.34924,0.921,0.978,38.458,90.981,40.759323
